freq, float rmse, float err, float rounded rmse, float rounded err, float dithered rmse, float dithered err, float fixed rmse, float fixed err
2320.55249753,1.46583870243e-08,-7.83736307603e-10,4.11945430241e-08,-3.12841016731e-09,4.82510993793e-08,-7.28226979098e-10,9.01905982773e-08,-5.83327487908e-08
2398.43700066,1.53682739546e-08,2.75079727329e-10,4.09770663603e-08,2.76831250549e-09,4.40190784082e-08,3.43733252975e-10,8.82004374572e-08,-5.94629533933e-08
2478.93553464,1.41953889567e-08,3.46857558488e-10,4.43363526236e-08,1.82704175222e-09,4.60360119047e-08,1.88432474312e-10,9.23431951477e-08,-6.00306934376e-08
2562.13583397,1.43115254206e-08,7.2988757013e-10,4.25863574462e-08,7.1374086934e-10,4.55168040276e-08,7.13732883348e-10,9.23223337771e-08,-6.26162054523e-08
2648.12857776,1.41486874375e-08,-5.31262841029e-10,4.15393180414e-08,-4.45263463098e-09,4.59208743991e-08,-6.88136736768e-10,9.12328613033e-08,-6.38481352641e-08
2737.00748859,1.41833142976e-08,3.85067694898e-10,4.21045645698e-08,2.82071081446e-09,4.57402131249e-08,2.8432996266e-10,9.08465949347e-08,-6.22794092196e-08
2828.86943463,1.44084224935e-08,-6.95957241365e-10,4.24445822041e-08,1.01982032086e-09,4.9178613962e-08,-6.89273908848e-10,8.83853300495e-08,-5.70893849446e-08
2923.81453523,1.4332505976e-08,1.59274011194e-09,4.4180841666e-08,4.30267054569e-09,4.55056090375e-08,1.72053585302e-09,9.16215316924e-08,-6.11118160292e-08
3021.94627004,1.45170092168e-08,-6.25277373408e-10,4.36897402827e-08,-2.41738872189e-09,4.33249553841e-08,-6.77073757874e-10,8.8427809836e-08,-5.76713178481e-08
3123.3715918,1.43948544435e-08,1.95427844051e-10,4.09242816478e-08,4.06311608274e-09,4.29889359155e-08,1.04145122392e-10,9.04049730919e-08,-5.97204577864e-08
3228.20104288,1.42183698192e-08,9.44218623707e-10,4.24095682237e-08,2.1473020446e-09,4.87568629283e-08,8.17847398337e-10,8.94971989815e-08,-5.94515329744e-08
3336.54887577,1.39221236179e-08,1.3012518756e-09,4.20732197261e-08,5.51994735563e-10,4.78312548996e-08,1.44831954594e-09,9.21260895377e-08,-6.08452780105e-08
3448.53317762,1.5361486046e-08,-6.52799848748e-10,4.17614619041e-08,-1.65970645325e-10,4.67744234714e-08,-6.17527462542e-10,9.10793526507e-08,-5.79644203398e-08
