freq, float rmse, float err, float rounded rmse, float rounded err, float dithered rmse, float dithered err, float fixed rmse, float fixed err
20.6734132669,1.10889616699e-07,1.95829612884e-10,1.17813192779e-07,-8.43103941731e-11,1.1902601262e-07,2.01310906093e-10,6.91740859624e-08,-5.95980774884e-08
21.3672732515,1.11188767235e-07,5.9866177324e-10,1.17673344513e-07,1.00909049148e-09,1.18906248047e-07,6.06357023941e-10,6.92463732225e-08,-5.9615815306e-08
22.0844211989,1.10152741463e-07,2.90085720759e-10,1.17443569911e-07,1.21003725426e-09,1.18598840059e-07,2.91497417895e-10,6.93503545581e-08,-5.96145428144e-08
22.8256387209,1.10152741463e-07,2.90085720759e-10,1.17443569911e-07,1.21003725426e-09,1.18598840059e-07,2.91497417895e-10,6.93503545581e-08,-5.96145428144e-08
23.5917336626,1.137940915e-07,1.29640743121e-10,1.2141441746e-07,-4.41597335713e-10,1.21648366073e-07,1.37161934659e-10,6.9244018484e-08,-5.96232998882e-08
24.3835409827,1.0940477923e-07,6.56870737547e-10,1.15524547272e-07,3.29194003353e-10,1.17990807168e-07,6.66766329177e-10,6.93680836116e-08,-5.95900034984e-08
25.2019236635,1.09164261225e-07,-1.06342443722e-09,1.17259679461e-07,-2.03227706866e-09,1.17000893665e-07,-1.06438603831e-09,6.9487389207e-08,-5.96297351769e-08
26.0477736516,1.12899200448e-07,7.37386867436e-10,1.19484237359e-07,9.58406697439e-10,1.2143141894e-07,7.37835194598e-10,6.90456954222e-08,-5.96472848308e-08
26.9220128298,1.12899200448e-07,7.37386867436e-10,1.19484237359e-07,9.58406697439e-10,1.2143141894e-07,7.37835194598e-10,6.90456954222e-08,-5.96472848308e-08
27.8255940221,1.09983859377e-07,-5.44117970216e-11,1.18242302919e-07,-3.60404601573e-10,1.18487416719e-07,-6.21539903982e-11,6.87783636216e-08,-5.965802688e-08
28.7595020319,1.16600694379e-07,3.13961013666e-10,1.24527151763e-07,-1.27993994376e-09,1.24807102063e-07,3.16525875969e-10,6.9622843939e-08,-5.95693196713e-08
29.7247547156,1.11808703436e-07,-5.60350036572e-10,1.18978008845e-07,-1.35197591202e-10,1.19815187432e-07,-5.47944289192e-10,6.92974746543e-08,-5.95897490512e-08
30.7224040918,1.12014408596e-07,6.94739827823e-10,1.19766261169e-07,6.33961972592e-11,1.20031845875e-07,6.8427576917e-10,6.94242356994e-08,-5.96188623865e-08
31.7535374879,1.11879288075e-07,-1.01914549957e-09,1.18774100432e-07,-1.13443876265e-09,1.20914737242e-07,-1.01404155674e-09,6.93186897909e-08,-5.9645512323e-08
32.8192787251,1.14506481722e-07,1.11860575022e-09,1.21158714475e-07,1.48148494473e-09,1.21572111122e-07,1.10798047117e-09,6.92348065935e-08,-5.95445364718e-08
33.9207893435,1.07593567764e-07,8.13083640318e-10,1.15525144399e-07,1.7939570865e-09,1.16361468199e-07,8.28264070958e-10,6.89598494289e-08,-5.9538205738e-08
35.0592698676,1.12866065406e-07,-2.0736121987e-11,1.20806851412e-07,1.96783135655e-09,1.21145141334e-07,-7.51842892074e-12,6.93197073207e-08,-5.95122914769e-08
36.2359611153,1.12047224677e-07,-1.06162279856e-09,1.19562399326e-07,-8.86850176899e-10,1.20301312873e-07,-1.07049845163e-09,6.91187823064e-08,-5.9607706245e-08
37.4521455498,1.15248233517e-07,-5.07545290718e-10,1.2189693376e-07,-1.67057898515e-09,1.23883190899e-07,-5.07203282906e-10,6.93664904807e-08,-5.96013902255e-08
38.7091486774,1.18673807595e-07,-9.6775974122e-11,1.24445226217e-07,-1.75258736826e-10,1.24880055467e-07,-7.70442981016e-11,6.93164040942e-08,-5.97676272335e-08
40.0083404924,1.12401788628e-07,-1.53937369644e-09,1.19412304763e-07,-2.59311803844e-09,1.20436877668e-07,-1.55166346794e-09,6.92427326285e-08,-5.95687128458e-08
41.3511369702,1.12452718723e-07,3.40360266691e-10,1.20466477951e-07,9.99862542645e-11,1.21645141323e-07,3.36406618043e-10,6.9522271e-08,-5.95571947305e-08
42.7390016103,1.1033847082e-07,-2.27734160145e-10,1.18611360011e-07,3.22630386607e-10,1.19058636969e-07,-2.20836584124e-10,6.97008347977e-08,-5.95945008723e-08
44.1734470314,1.06781092608e-07,-1.99569556095e-09,1.15167527644e-07,-1.57258272678e-09,1.15509747358e-07,-1.99421116351e-09,6.9768363594e-08,-5.95047396307e-08
45.6560366204,1.09808630675e-07,-3.20732663507e-09,1.17804834375e-07,-4.15636878147e-09,1.18437394841e-07,-3.19687944239e-09,6.92926957144e-08,-5.9574152967e-08
47.1883862357,1.12166224154e-07,2.22835871157e-11,1.18924328867e-07,-1.09015128395e-09,1.20264175057e-07,2.28345344586e-11,6.99135634901e-08,-5.94765304781e-08
48.7721659689,1.14434468288e-07,6.78108582978e-11,1.19797641762e-07,2.29348374812e-10,1.22915285095e-07,7.37548222686e-11,6.86889633101e-08,-5.94219717384e-08
50.4091019645,1.10654676322e-07,4.26261378869e-11,1.19607933104e-07,-5.51859093054e-11,1.2034252764e-07,4.13903802007e-11,7.03892468767e-08,-5.94505789945e-08
52.1009783016,1.09491403598e-07,1.17372634494e-09,1.17137930055e-07,1.61598934226e-09,1.1713411527e-07,1.18311146574e-09,7.01282065983e-08,-5.95536948002e-08
53.8496389381,1.13666884753e-07,5.85856687831e-10,1.20474568441e-07,6.42651319517e-10,1.22022171482e-07,6.08202998708e-10,7.02778154352e-08,-5.958216036e-08
55.6569897206,1.11784020889e-07,4.4196960478e-10,1.19107463591e-07,4.09858951369e-10,1.1976664586e-07,4.45507788243e-10,7.00248352087e-08,-5.95156240573e-08
57.5250004614,1.10113164062e-07,-8.38234387045e-10,1.17080044121e-07,2.52093643679e-10,1.17922573767e-07,-8.54422284681e-10,7.02551991563e-08,-5.95738562984e-08
59.4557070854,1.1018814479e-07,1.33727583118e-09,1.17591847286e-07,3.12881594694e-10,1.19041050592e-07,1.34317586809e-09,7.08141705796e-08,-5.96351956814e-08
61.4512138492,1.1033959752e-07,-1.46105307028e-09,1.17257726432e-07,5.6764242638e-10,1.18693108138e-07,-1.44616406606e-09,7.0523100226e-08,-5.93331582493e-08
